gene_id	gene_name	gene_type	Chr	Strand
ENSG00000260496.5	ENSG00000260496	lncRNA	chr16	-
ENSG00000304873.1	ENSG00000304873	lncRNA	chr16	-
ENSG00000292431.1	ENSG00000292431	lncRNA	chr16	-
ENSG00000162009.10	SSTR5	protein_coding	chr16	+
ENSG00000261713.8	SSTR5-AS1	lncRNA	chr16	-
ENSG00000292430.2	ENSG00000292430	lncRNA	chr16	+
ENSG00000294721.1	ENSG00000294721	lncRNA	chr16	+
ENSG00000184471.10	C1QTNF8	protein_coding	chr16	-
ENSG00000292423.2	ENSG00000292423	lncRNA	chr16	-
ENSG00000260702.4	ENSG00000260702	transcribed_unitary_pseudogene	chr16	-
ENSG00000260532.3	ENSG00000260532	lncRNA	chr16	+
ENSG00000292400.1	ENSG00000292400	lncRNA	chr16	-
ENSG00000292401.1	ENSG00000292401	lncRNA	chr16	+
ENSG00000273551.1	ENSG00000273551	lncRNA	chr16	-
ENSG00000196557.14	CACNA1H	protein_coding	chr16	+
ENSG00000260403.1	ENSG00000260403	lncRNA	chr16	-
ENSG00000259910.1	LNCPTCTS	lncRNA	chr16	-
ENSG00000261294.1	ENSG00000261294	lncRNA	chr16	-
ENSG00000116176.8	TPSG1	protein_coding	chr16	-
ENSG00000197253.14	TPSB2	protein_coding	chr16	-
ENSG00000292385.2	ENSG00000292385	lncRNA	chr16	+
ENSG00000172236.19	TPSAB1	protein_coding	chr16	+
ENSG00000095917.15	TPSD1	protein_coding	chr16	+
ENSG00000290756.3	ENSG00000290756	lncRNA	chr16	-
ENSG00000196364.11	PRSS29P	transcribed_unprocessed_pseudogene	chr16	-
ENSG00000261564.2	ENSG00000261564	unitary_pseudogene	chr16	-
ENSG00000260991.3	ENSG00000260991	unitary_pseudogene	chr16	-
ENSG00000260710.5	ENSG00000260710	lncRNA	chr16	-
ENSG00000260284.2	TPSP2	transcribed_unitary_pseudogene	chr16	-
ENSG00000301302.1	ENSG00000301302	lncRNA	chr16	+
ENSG00000103275.22	UBE2I	protein_coding	chr16	+
ENSG00000274751.2	ENSG00000274751	lncRNA	chr16	-
ENSG00000261505.1	ENSG00000261505	lncRNA	chr16	-
ENSG00000219274.1	RPS20P2	processed_pseudogene	chr16	+
ENSG00000007516.15	BAIAP3	protein_coding	chr16	+
ENSG00000007520.4	TSR3	protein_coding	chr16	-
ENSG00000090581.11	GNPTG	protein_coding	chr16	+
ENSG00000260425.1	ENSG00000260425	lncRNA	chr16	-
ENSG00000059145.19	UNKL	protein_coding	chr16	-
ENSG00000260132.2	ENSG00000260132	lncRNA	chr16	+
ENSG00000174109.5	UQCC4	protein_coding	chr16	-
ENSG00000303433.1	ENSG00000303433	lncRNA	chr16	-
ENSG00000284395.2	PERCC1	protein_coding	chr16	+
ENSG00000197599.13	CCDC154	protein_coding	chr16	-
ENSG00000279930.1	ENSG00000279930	TEC	chr16	+
ENSG00000103249.19	CLCN7	protein_coding	chr16	-
ENSG00000261641.2	ENSG00000261641	lncRNA	chr16	+
ENSG00000260051.1	ENSG00000260051	lncRNA	chr16	+
ENSG00000261430.1	ENSG00000261430	lncRNA	chr16	-
ENSG00000219027.2	RPS3AP2	processed_pseudogene	chr16	+
ENSG00000251692.8	PTX4	protein_coding	chr16	-
ENSG00000100726.15	TELO2	protein_coding	chr16	+
ENSG00000187535.14	IFT140	protein_coding	chr16	-
ENSG00000260646.1	ENSG00000260646	lncRNA	chr16	+
ENSG00000131634.14	TMEM204	protein_coding	chr16	+
ENSG00000280062.1	ENSG00000280062	TEC	chr16	+
ENSG00000280231.1	ENSG00000280231	TEC	chr16	-
ENSG00000280327.1	ENSG00000280327	TEC	chr16	-
ENSG00000260954.1	ENSG00000260954	lncRNA	chr16	-
ENSG00000260989.1	ENSG00000260989	lncRNA	chr16	+
ENSG00000007545.16	CRAMP1	protein_coding	chr16	+
ENSG00000226890.1	ENSG00000226890	lncRNA	chr16	-
ENSG00000261732.1	ENSG00000261732	protein_coding	chr16	+
ENSG00000308363.1	ENSG00000308363	lncRNA	chr16	-
ENSG00000206053.13	JPT2	protein_coding	chr16	+
ENSG00000278987.1	ENSG00000278987	TEC	chr16	+
ENSG00000138834.15	MAPK8IP3	protein_coding	chr16	+
ENSG00000275092.1	ENSG00000275092	lncRNA	chr16	+
ENSG00000261399.3	MAPK8IP3-AS1	lncRNA	chr16	-
ENSG00000265820.1	MIR3177	miRNA	chr16	+
ENSG00000261207.1	ENSG00000261207	lncRNA	chr16	-
ENSG00000103024.8	NME3	protein_coding	chr16	-
ENSG00000074071.15	MRPS34	protein_coding	chr16	-
ENSG00000197774.14	EME2	protein_coding	chr16	+
ENSG00000162032.16	SPSB3	protein_coding	chr16	-
ENSG00000095906.17	NUBP2	protein_coding	chr16	+
ENSG00000099769.6	IGFALS	protein_coding	chr16	-
ENSG00000063854.13	HAGH	protein_coding	chr16	-
ENSG00000180185.13	FAHD1	protein_coding	chr16	+
ENSG00000162039.19	MEIOB	protein_coding	chr16	-
ENSG00000260541.1	ENSG00000260541	lncRNA	chr16	-
ENSG00000259947.2	LINC02124	lncRNA	chr16	+
ENSG00000281219.2	LINC00254	lncRNA	chr16	-
ENSG00000162040.7	HS3ST6	protein_coding	chr16	-
ENSG00000295631.1	ENSG00000295631	lncRNA	chr16	-
ENSG00000198736.13	MSRB1	protein_coding	chr16	-
ENSG00000295233.1	ENSG00000295233	lncRNA	chr16	+
ENSG00000140986.8	RPL3L	protein_coding	chr16	-
ENSG00000140990.15	NDUFB10	protein_coding	chr16	+
ENSG00000140988.16	RPS2	protein_coding	chr16	-
ENSG00000206811.1	SNORA10	snoRNA	chr16	-
ENSG00000207405.1	SNORA64	snoRNA	chr16	-
ENSG00000255513.1	ENSG00000255513	transcribed_processed_pseudogene	chr16	-
ENSG00000255198.7	SNHG9	lncRNA	chr16	+
ENSG00000273587.1	SNORA78	snoRNA	chr16	+
ENSG00000179580.10	RNF151	protein_coding	chr16	+
ENSG00000277602.1	ENSG00000277602	lncRNA	chr16	-
ENSG00000183751.16	TBL3	protein_coding	chr16	+
ENSG00000196408.12	NOXO1	protein_coding	chr16	-
ENSG00000127554.13	GFER	protein_coding	chr16	+
ENSG00000261790.2	ENSG00000261790	lncRNA	chr16	-
ENSG00000127561.16	SYNGR3	protein_coding	chr16	+
ENSG00000299741.1	ENSG00000299741	lncRNA	chr16	-
ENSG00000260107.1	ENSG00000260107	lncRNA	chr16	+
ENSG00000167962.15	ZNF598	protein_coding	chr16	-
ENSG00000183971.10	NPW	protein_coding	chr16	+
ENSG00000265386.2	RN7SL219P	misc_RNA	chr16	+
ENSG00000065054.14	NHERF2	protein_coding	chr16	+
ENSG00000065057.9	NTHL1	protein_coding	chr16	-
ENSG00000103197.20	TSC2	protein_coding	chr16	+
ENSG00000008710.20	PKD1	protein_coding	chr16	-
ENSG00000221656.1	MIR1225	miRNA	chr16	-
ENSG00000259933.6	PKD1-AS1	lncRNA	chr16	+
ENSG00000261123.1	ENSG00000261123	lncRNA	chr16	-
ENSG00000284008.1	MIR6511B1	miRNA	chr16	-
ENSG00000261240.2	ENSG00000261240	lncRNA	chr16	+
ENSG00000260447.1	ENSG00000260447	lncRNA	chr16	+
ENSG00000200059.1	Y_RNA	misc_RNA	chr16	+
ENSG00000265867.1	MIR4516	miRNA	chr16	+
ENSG00000264397.1	MIR3180-5	miRNA	chr16	-
ENSG00000167964.13	RAB26	protein_coding	chr16	+
ENSG00000260260.4	SNHG19	lncRNA	chr16	-
ENSG00000206630.1	SNORD60	snoRNA	chr16	-
ENSG00000281010.1	ENSG00000281010	snoRNA	chr16	-
ENSG00000131653.14	TRAF7	protein_coding	chr16	+
ENSG00000167971.16	CASKIN1	protein_coding	chr16	-
ENSG00000167965.18	MLST8	protein_coding	chr16	+
ENSG00000182685.8	BRICD5	protein_coding	chr16	-
ENSG00000184207.9	PGP	protein_coding	chr16	-
ENSG00000261532.1	ENSG00000261532	lncRNA	chr16	+
ENSG00000167967.16	E4F1	protein_coding	chr16	+
ENSG00000259780.3	ENSG00000259780	lncRNA	chr16	-
ENSG00000167968.13	DNASE1L2	protein_coding	chr16	+
ENSG00000167969.13	ECI1	protein_coding	chr16	-
ENSG00000261663.1	ECI1-AS1	lncRNA	chr16	+
ENSG00000299317.1	ENSG00000299317	lncRNA	chr16	+
ENSG00000205937.12	RNPS1	protein_coding	chr16	-
ENSG00000260778.6	MIR3677HG	lncRNA	chr16	+
ENSG00000266643.1	MIR3677	miRNA	chr16	+
ENSG00000284346.1	MIR940	miRNA	chr16	+
ENSG00000264004.1	MIR4717	miRNA	chr16	+
ENSG00000167972.14	ABCA3	protein_coding	chr16	-
ENSG00000243445.1	ENSG00000243445	processed_pseudogene	chr16	-
ENSG00000293423.2	ABCA17P	lncRNA	chr16	+
ENSG00000238098.10	ABCA17P	transcribed_unitary_pseudogene	chr16	+
ENSG00000293800.1	ENSG00000293800	lncRNA	chr16	-
ENSG00000162063.13	CCNF	protein_coding	chr16	+
ENSG00000285970.1	ENSG00000285970	lncRNA	chr16	-
ENSG00000283180.1	MIR6767	miRNA	chr16	+
ENSG00000260874.6	ENSG00000260874	lncRNA	chr16	-
ENSG00000162062.15	TEDC2	protein_coding	chr16	+
ENSG00000274805.1	MIR6768	miRNA	chr16	+
ENSG00000259895.1	TEDC2-AS1	lncRNA	chr16	-
ENSG00000162068.2	NTN3	protein_coding	chr16	+
ENSG00000162065.15	TBC1D24	protein_coding	chr16	+
ENSG00000260293.2	ENSG00000260293	lncRNA	chr16	+
ENSG00000260272.1	ENSG00000260272	protein_coding	chr16	+
ENSG00000185883.12	ATP6V0C	protein_coding	chr16	+
ENSG00000259784.1	ENSG00000259784	protein_coding	chr16	+
ENSG00000279520.1	ENSG00000279520	TEC	chr16	+
ENSG00000162066.16	AMDHD2	protein_coding	chr16	+
ENSG00000205923.3	CEMP1	protein_coding	chr16	-
ENSG00000307949.1	ENSG00000307949	lncRNA	chr16	-
ENSG00000266232.1	MIR3178	miRNA	chr16	-
ENSG00000140992.20	PDPK1	protein_coding	chr16	+
ENSG00000304679.1	ENSG00000304679	lncRNA	chr16	-
ENSG00000261613.2	ENSG00000261613	lncRNA	chr16	-
ENSG00000261288.1	ENSG00000261288	lncRNA	chr16	+
ENSG00000304654.1	ENSG00000304654	lncRNA	chr16	-
ENSG00000269937.1	ENSG00000269937	lncRNA	chr16	-
ENSG00000261140.1	ENSG00000261140	lncRNA	chr16	-
ENSG00000260436.1	ENSG00000260436	lncRNA	chr16	-
ENSG00000279568.1	ENSG00000279568	TEC	chr16	-
ENSG00000280402.1	ENSG00000280402	TEC	chr16	+
ENSG00000279162.1	ENSG00000279162	TEC	chr16	+
ENSG00000261093.1	ENSG00000261093	lncRNA	chr16	-
ENSG00000291228.2	ENSG00000291228	lncRNA	chr16	+
ENSG00000215154.8	ENSG00000215154	transcribed_unprocessed_pseudogene	chr16	+
ENSG00000260565.10	ERVK13-1	lncRNA	chr16	-
ENSG00000290728.2	ENSG00000290728	lncRNA	chr16	-
ENSG00000205918.10	PDPK2P	transcribed_unprocessed_pseudogene	chr16	-
ENSG00000279057.1	ENSG00000279057	TEC	chr16	-
ENSG00000260176.1	ENSG00000260176	lncRNA	chr16	-
ENSG00000295697.1	ENSG00000295697	lncRNA	chr16	+
ENSG00000295643.1	ENSG00000295643	lncRNA	chr16	+
ENSG00000295667.1	ENSG00000295667	lncRNA	chr16	+
ENSG00000167977.9	KCTD5	protein_coding	chr16	+
ENSG00000279901.1	ENSG00000279901	TEC	chr16	+
ENSG00000172382.10	PRSS27	protein_coding	chr16	-
ENSG00000205913.8	SRRM2-AS1	lncRNA	chr16	-
ENSG00000167978.19	SRRM2	protein_coding	chr16	+
ENSG00000103363.16	ELOB	protein_coding	chr16	-
ENSG00000276791.1	ENSG00000276791	lncRNA	chr16	+
ENSG00000103355.14	PRSS33	protein_coding	chr16	-
ENSG00000221719.1	SNORA3C	snoRNA	chr16	-
ENSG00000215148.11	PRSS41	protein_coding	chr16	+
ENSG00000007038.11	PRSS21	protein_coding	chr16	+
ENSG00000262154.1	EIF1P4	processed_pseudogene	chr16	-
ENSG00000162078.12	ZG16B	protein_coding	chr16	+
ENSG00000291300.2	PRSS30P	lncRNA	chr16	-
ENSG00000172460.20	PRSS30P	transcribed_unitary_pseudogene	chr16	-
ENSG00000005001.10	PRSS22	protein_coding	chr16	-
ENSG00000263325.2	ENSG00000263325	lncRNA	chr16	+
ENSG00000263280.5	ENSG00000263280	lncRNA	chr16	-
ENSG00000162076.13	FLYWCH2	protein_coding	chr16	+
ENSG00000289222.3	ENSG00000289222	lncRNA	chr16	-
ENSG00000295931.1	ENSG00000295931	lncRNA	chr16	+
ENSG00000059122.17	FLYWCH1	protein_coding	chr16	+
ENSG00000262959.2	RPL23AP86	processed_pseudogene	chr16	-
ENSG00000262482.2	ENSG00000262482	lncRNA	chr16	-
ENSG00000131650.15	KREMEN2	protein_coding	chr16	+
ENSG00000127564.17	PKMYT1	protein_coding	chr16	-
ENSG00000162073.14	PAQR4	protein_coding	chr16	+
ENSG00000262362.2	ENSG00000262362	lncRNA	chr16	-
ENSG00000262152.8	GREP1	protein_coding	chr16	+
ENSG00000289281.1	ENSG00000289281	protein_coding	chr16	+
ENSG00000272079.3	ENSG00000272079	lncRNA	chr16	+
ENSG00000304416.1	ENSG00000304416	lncRNA	chr16	-
ENSG00000213937.4	CLDN9	protein_coding	chr16	+
ENSG00000184697.7	CLDN6	protein_coding	chr16	-
ENSG00000006327.14	TNFRSF12A	protein_coding	chr16	+
ENSG00000103145.11	HCFC1R1	protein_coding	chr16	-
ENSG00000131652.14	THOC6	protein_coding	chr16	+
ENSG00000162069.16	BICDL2	protein_coding	chr16	-
ENSG00000205890.3	ENSG00000205890	lncRNA	chr16	+
ENSG00000261971.10	MMP25-AS1	lncRNA	chr16	-
ENSG00000008516.19	MMP25	protein_coding	chr16	+
ENSG00000008517.19	IL32	protein_coding	chr16	+
ENSG00000252561.1	RNU1-125P	snRNA	chr16	+
ENSG00000262370.8	ENSG00000262370	lncRNA	chr16	-
ENSG00000200204.1	RNU1-22P	snRNA	chr16	+
ENSG00000130182.8	ZSCAN10	protein_coding	chr16	-
ENSG00000263072.11	ZNF213-AS1	lncRNA	chr16	-
ENSG00000263011.4	ENSG00000263011	lncRNA	chr16	+
ENSG00000122386.11	ZNF205	protein_coding	chr16	+
ENSG00000085644.15	ZNF213	protein_coding	chr16	+
ENSG00000293410.2	ENSG00000293410	lncRNA	chr16	+
ENSG00000228146.9	CASP16P	transcribed_unitary_pseudogene	chr16	+
ENSG00000302384.1	ENSG00000302384	lncRNA	chr16	+
ENSG00000261889.1	ENSG00000261889	lncRNA	chr16	-
ENSG00000306338.1	ENSG00000306338	lncRNA	chr16	+
ENSG00000262521.2	ENSG00000262521	lncRNA	chr16	-
ENSG00000168124.3	OR1F1	protein_coding	chr16	+
ENSG00000203581.7	OR1F2P	unprocessed_pseudogene	chr16	+
ENSG00000010539.12	ZNF200	protein_coding	chr16	-
ENSG00000103313.14	MEFV	protein_coding	chr16	-
ENSG00000281005.2	LINC00921	lncRNA	chr16	+
ENSG00000006194.12	ZNF263	protein_coding	chr16	+
ENSG00000279330.1	ENSG00000279330	TEC	chr16	+
ENSG00000279031.1	ENSG00000279031	TEC	chr16	+
ENSG00000140993.11	TIGD7	protein_coding	chr16	-
ENSG00000162086.16	ZNF75A	protein_coding	chr16	+
ENSG00000262899.1	ENSG00000262899	lncRNA	chr16	-
ENSG00000262316.1	RPL7L1P19	processed_pseudogene	chr16	-
ENSG00000168158.4	OR2C1	protein_coding	chr16	+
ENSG00000285329.1	ENSG00000285329	protein_coding	chr16	+
ENSG00000262118.1	MTCO1P28	processed_pseudogene	chr16	-
ENSG00000263177.1	MTND1P8	processed_pseudogene	chr16	-
ENSG00000140987.22	ZSCAN32	protein_coding	chr16	-
ENSG00000103343.13	ZNF174	protein_coding	chr16	+
ENSG00000167981.7	ZNF597	protein_coding	chr16	-
ENSG00000122390.19	NAA60	protein_coding	chr16	+
ENSG00000303291.1	ENSG00000303291	lncRNA	chr16	-
ENSG00000263212.2	ENSG00000263212	lncRNA	chr16	+
ENSG00000273776.1	MIR6126	miRNA	chr16	-
ENSG00000215131.11	C16orf90	protein_coding	chr16	-
ENSG00000240311.1	ENSG00000240311	processed_pseudogene	chr16	+
ENSG00000103351.13	CLUAP1	protein_coding	chr16	+
ENSG00000278942.1	ENSG00000278942	TEC	chr16	-
ENSG00000167984.18	NLRC3	protein_coding	chr16	-
ENSG00000262312.2	ENSG00000262312	lncRNA	chr16	+
ENSG00000261938.1	ENSG00000261938	lncRNA	chr16	+
ENSG00000188827.12	SLX4	protein_coding	chr16	-
ENSG00000213918.11	DNASE1	protein_coding	chr16	+
ENSG00000263235.1	ENSG00000263235	lncRNA	chr16	-
ENSG00000126602.11	TRAP1	protein_coding	chr16	-
ENSG00000276754.1	ENSG00000276754	lncRNA	chr16	+
ENSG00000005339.15	CREBBP	protein_coding	chr16	-
ENSG00000262516.1	DPPA3P6	processed_pseudogene	chr16	+
ENSG00000262185.4	LINC02861	lncRNA	chr16	-
ENSG00000162104.10	ADCY9	protein_coding	chr16	-
ENSG00000263159.1	ENSG00000263159	lncRNA	chr16	+
ENSG00000262471.1	ENSG00000262471	processed_pseudogene	chr16	+
ENSG00000263105.2	ENSG00000263105	lncRNA	chr16	-
ENSG00000298290.1	ENSG00000298290	lncRNA	chr16	+
ENSG00000185739.13	SRL	protein_coding	chr16	-
ENSG00000262468.9	LINC01569	lncRNA	chr16	-
ENSG00000090447.12	TFAP4	protein_coding	chr16	-
ENSG00000288935.2	ENSG00000288935	lncRNA	chr16	-
ENSG00000126603.9	GLIS2	protein_coding	chr16	+
ENSG00000262686.2	GLIS2-AS1	lncRNA	chr16	-
ENSG00000217930.8	PAM16	protein_coding	chr16	-
ENSG00000262712.1	ENSG00000262712	lncRNA	chr16	-
ENSG00000103426.12	CORO7-PAM16	protein_coding	chr16	-
ENSG00000280063.1	ENSG00000280063	TEC	chr16	-
ENSG00000262246.6	CORO7	protein_coding	chr16	-
ENSG00000168140.5	VASN	protein_coding	chr16	+
ENSG00000103423.14	DNAJA3	protein_coding	chr16	+
ENSG00000277170.1	ENSG00000277170	lncRNA	chr16	+
ENSG00000277440.1	ENSG00000277440	lncRNA	chr16	+
ENSG00000275515.1	ENSG00000275515	processed_pseudogene	chr16	-
ENSG00000153406.14	NMRAL1	protein_coding	chr16	-
ENSG00000103415.12	HMOX2	protein_coding	chr16	+
ENSG00000089486.17	CDIP1	protein_coding	chr16	-
ENSG00000278434.1	ENSG00000278434	lncRNA	chr16	-
ENSG00000205832.8	C16orf96	protein_coding	chr16	+
ENSG00000261789.1	ENSG00000261789	lncRNA	chr16	-
ENSG00000261612.1	SUB1P3	processed_pseudogene	chr16	-
ENSG00000153443.13	UBALD1	protein_coding	chr16	-
ENSG00000102858.13	MGRN1	protein_coding	chr16	+
ENSG00000263955.2	RN7SL850P	misc_RNA	chr16	-
ENSG00000261442.1	ENSG00000261442	lncRNA	chr16	-
ENSG00000278700.1	Metazoa_SRP	misc_RNA	chr16	+
ENSG00000276641.1	MIR6769A	miRNA	chr16	+
ENSG00000168101.15	NUDT16L1	protein_coding	chr16	+
ENSG00000168096.15	ANKS3	protein_coding	chr16	-
ENSG00000266994.1	ENSG00000266994	lncRNA	chr16	-
ENSG00000166246.14	DNAAF8	protein_coding	chr16	+
ENSG00000103199.14	ZNF500	protein_coding	chr16	-
ENSG00000276096.1	Metazoa_SRP	misc_RNA	chr16	+
ENSG00000140623.14	SEPTIN12	protein_coding	chr16	-
ENSG00000285952.1	ENSG00000285952	lncRNA	chr16	-
ENSG00000267795.6	SMIM22	protein_coding	chr16	+
ENSG00000267077.1	ENSG00000267077	lncRNA	chr16	-
ENSG00000067836.13	ROGDI	protein_coding	chr16	-
ENSG00000140632.17	GLYR1	protein_coding	chr16	-
ENSG00000275056.1	ENSG00000275056	lncRNA	chr16	-
ENSG00000118900.15	UBN1	protein_coding	chr16	+
ENSG00000118898.16	PPL	protein_coding	chr16	-
ENSG00000103184.12	SEC14L5	protein_coding	chr16	+
ENSG00000310231.1	ENSG00000310231	lncRNA	chr16	+
ENSG00000267072.3	ENSG00000267072	lncRNA	chr16	+
ENSG00000103174.13	NAGPA	protein_coding	chr16	-
ENSG00000033011.14	ALG1	protein_coding	chr16	+
ENSG00000153446.16	C16orf89	protein_coding	chr16	-
ENSG00000260882.1	ENSG00000260882	processed_pseudogene	chr16	-
ENSG00000118894.15	EEF2KMT	protein_coding	chr16	-
ENSG00000285567.3	ENSG00000285567	lncRNA	chr16	+
ENSG00000273963.1	ENPP7P14	unprocessed_pseudogene	chr16	-
ENSG00000299641.1	ENSG00000299641	lncRNA	chr16	-
ENSG00000260431.2	VPS51P1	transcribed_processed_pseudogene	chr16	+
ENSG00000261811.2	LINC02164	lncRNA	chr16	-
ENSG00000078328.23	RBFOX1	protein_coding	chr16	+
ENSG00000301646.1	ENSG00000301646	lncRNA	chr16	+
ENSG00000260817.2	ENSG00000260817	processed_pseudogene	chr16	-
ENSG00000242278.1	RPS3AP48	processed_pseudogene	chr16	+
ENSG00000267182.1	SNRPCP20	processed_pseudogene	chr16	-
ENSG00000261007.2	NPM1P3	processed_pseudogene	chr16	+
ENSG00000260338.2	LINC01570	lncRNA	chr16	-
ENSG00000301629.1	ENSG00000301629	lncRNA	chr16	-
ENSG00000273648.1	MIR8065	miRNA	chr16	+
ENSG00000305294.1	ENSG00000305294	lncRNA	chr16	+
ENSG00000270440.1	ENSG00000270440	processed_pseudogene	chr16	-
ENSG00000308075.1	ENSG00000308075	lncRNA	chr16	-
ENSG00000280000.1	ENSG00000280000	TEC	chr16	+
ENSG00000257180.1	ENSG00000257180	lncRNA	chr16	+
ENSG00000286635.1	ENSG00000286635	lncRNA	chr16	+
ENSG00000260835.1	ENSG00000260835	lncRNA	chr16	+
ENSG00000278975.1	ENSG00000278975	TEC	chr16	+
ENSG00000259963.1	ENSG00000259963	processed_pseudogene	chr16	+
ENSG00000252080.1	RNU7-99P	snRNA	chr16	+
ENSG00000200869.1	RNU6-457P	snRNA	chr16	+
ENSG00000212189.1	RNU6-328P	snRNA	chr16	-
ENSG00000310437.1	ENSG00000310437	lncRNA	chr16	-
ENSG00000289107.1	ENSG00000289107	lncRNA	chr16	+
ENSG00000240419.1	ENSG00000240419	processed_pseudogene	chr16	-
ENSG00000287340.3	ENSG00000287340	lncRNA	chr16	-
ENSG00000283584.1	ENSG00000283584	snoRNA	chr16	+
ENSG00000301289.1	ENSG00000301289	lncRNA	chr16	-
ENSG00000301309.1	ENSG00000301309	lncRNA	chr16	-
ENSG00000261198.1	ENSG00000261198	lncRNA	chr16	-
ENSG00000301273.1	ENSG00000301273	lncRNA	chr16	-
ENSG00000252138.1	ENSG00000252138	snoRNA	chr16	-
ENSG00000260289.2	ENSG00000260289	lncRNA	chr16	-
ENSG00000309099.1	ENSG00000309099	lncRNA	chr16	+
ENSG00000295584.1	ENSG00000295584	lncRNA	chr16	+
ENSG00000299944.1	ENSG00000299944	lncRNA	chr16	+
ENSG00000299962.1	ENSG00000299962	lncRNA	chr16	-
ENSG00000296626.1	ENSG00000296626	lncRNA	chr16	-
ENSG00000260003.1	ENSG00000260003	lncRNA	chr16	-
ENSG00000261319.1	LINC02152	lncRNA	chr16	+
ENSG00000260058.1	ENSG00000260058	lncRNA	chr16	+
ENSG00000259819.1	ENSG00000259819	lncRNA	chr16	+
ENSG00000302503.1	ENSG00000302503	lncRNA	chr16	+
ENSG00000260379.1	ENSG00000260379	processed_pseudogene	chr16	+
ENSG00000261066.1	ENSG00000261066	lncRNA	chr16	-
ENSG00000232258.7	TMEM114	protein_coding	chr16	-
ENSG00000287522.1	ENSG00000287522	lncRNA	chr16	-
ENSG00000067365.15	METTL22	protein_coding	chr16	+
ENSG00000279357.1	ENSG00000279357	TEC	chr16	+
ENSG00000183044.12	ABAT	protein_coding	chr16	+
ENSG00000243954.3	RN7SL743P	misc_RNA	chr16	+
ENSG00000238417.1	RNU7-63P	snRNA	chr16	-
ENSG00000260764.1	ENSG00000260764	processed_pseudogene	chr16	-
ENSG00000300157.1	ENSG00000300157	lncRNA	chr16	-
ENSG00000184857.8	TMEM186	protein_coding	chr16	-
ENSG00000140650.13	PMM2	protein_coding	chr16	+
ENSG00000260350.1	ENSG00000260350	lncRNA	chr16	-
ENSG00000153048.11	CARHSP1	protein_coding	chr16	-
ENSG00000261481.2	CARHSP1-DT	lncRNA	chr16	+
ENSG00000283516.3	LITAFD	protein_coding	chr16	+
ENSG00000187555.17	USP7	protein_coding	chr16	-
ENSG00000260979.2	USP7-AS1	lncRNA	chr16	+
ENSG00000309643.1	ENSG00000309643	lncRNA	chr16	+
ENSG00000296326.1	ENSG00000296326	lncRNA	chr16	-
ENSG00000296307.1	ENSG00000296307	lncRNA	chr16	+
ENSG00000302150.1	ENSG00000302150	lncRNA	chr16	-
ENSG00000261392.1	ENSG00000261392	lncRNA	chr16	+
ENSG00000182831.12	HAPSTR1	protein_coding	chr16	+
ENSG00000263244.2	ENSG00000263244	lncRNA	chr16	+
ENSG00000260349.1	ENSG00000260349	lncRNA	chr16	-
ENSG00000294612.1	ENSG00000294612	lncRNA	chr16	+
ENSG00000220793.5	RPL21P119	processed_pseudogene	chr16	-
ENSG00000299841.1	ENSG00000299841	lncRNA	chr16	-
ENSG00000298062.1	ENSG00000298062	lncRNA	chr16	+
ENSG00000294690.1	ENSG00000294690	lncRNA	chr16	-
ENSG00000261617.3	LINC02177	lncRNA	chr16	+
ENSG00000261397.1	LINC01177	lncRNA	chr16	-
ENSG00000261075.1	LINC01195	lncRNA	chr16	-
ENSG00000200468.1	RNA5SP403	rRNA_pseudogene	chr16	-
ENSG00000252927.1	RNA5SP404	rRNA_pseudogene	chr16	+
ENSG00000300230.1	ENSG00000300230	lncRNA	chr16	-
ENSG00000298224.1	ENSG00000298224	lncRNA	chr16	+
ENSG00000260362.2	ENSG00000260362	lncRNA	chr16	-
ENSG00000298185.1	ENSG00000298185	lncRNA	chr16	+
ENSG00000183454.19	GRIN2A	protein_coding	chr16	-
ENSG00000283221.1	ENSG00000283221	lncRNA	chr16	+
ENSG00000287830.1	ENSG00000287830	lncRNA	chr16	+
ENSG00000261810.1	ENSG00000261810	lncRNA	chr16	+
ENSG00000261647.1	IMPDH1P11	processed_pseudogene	chr16	+
ENSG00000302122.1	ENSG00000302122	lncRNA	chr16	+
ENSG00000285543.2	ENSG00000285543	lncRNA	chr16	-
ENSG00000266439.2	RN7SL493P	misc_RNA	chr16	-
ENSG00000303582.1	ENSG00000303582	lncRNA	chr16	+
ENSG00000303602.1	ENSG00000303602	lncRNA	chr16	-
ENSG00000166669.14	ATF7IP2	protein_coding	chr16	+
ENSG00000260756.1	ENSG00000260756	lncRNA	chr16	-
ENSG00000293875.1	ENSG00000293875	lncRNA	chr16	-
ENSG00000303796.1	ENSG00000303796	lncRNA	chr16	-
ENSG00000289023.1	ENSG00000289023	lncRNA	chr16	+
ENSG00000279662.1	ENSG00000279662	TEC	chr16	-
ENSG00000199482.1	RNU6-633P	snRNA	chr16	+
ENSG00000296568.1	ENSG00000296568	lncRNA	chr16	-
ENSG00000260468.1	LINC01290	lncRNA	chr16	-
ENSG00000213853.10	EMP2	protein_coding	chr16	-
ENSG00000256013.1	ENSG00000256013	lncRNA	chr16	+
ENSG00000260310.1	ENSG00000260310	lncRNA	chr16	-
ENSG00000301053.1	ENSG00000301053	lncRNA	chr16	+
ENSG00000301034.1	ENSG00000301034	lncRNA	chr16	-
ENSG00000303290.1	ENSG00000303290	lncRNA	chr16	-
ENSG00000153060.8	TEKT5	protein_coding	chr16	-
